X,Y,sid,code,name,slots,subway_distance,district,departures,arrivals,in_out,roundtrips,average,average_per_slot,unique_rides,start,start_month,lat,lon
37.547253,55.726989,115,212,"Лужнецкая наб. (напротив д.24, стр.33)",34,1061,131,10279,10971,94,25,68,0.9,47,2015-05-01 15:17:31,5,55.726989,37.547253
37.559608,55.726908,116,213,ул. Большая Пироговская (на площади Новодевичьего Монастыря),12,493,131,1649,1746,94,22,12,0.9,59,2015-05-01 00:34:26,5,55.726908,37.559608
37.569297,55.731139,117,214,"ул. Большая Пироговская, д.2, стр.4",12,827,131,1948,1924,101,19,13,1,29,2015-05-01 11:22:05,5,55.731139,37.569297
37.575489,55.733867,118,215,"ул. Большая Пироговская (напротив д.15/18, стр.1)",21,790,131,3451,3448,100,31,23,1,33,2015-05-01 02:21:05,5,55.733867,37.575489
37.581356,55.736464,119,216,ул. Большая Пироговская (напротив д.6/25),12,767,131,2411,2325,104,28,16,1,33,2015-05-01 11:09:44,5,55.736464,37.581356
37.577028,55.730711,120,217,"ул. Усачева, д.2, стр.1",12,434,131,1851,1754,106,23,13,1.1,34,2015-05-02 12:35:44,5,55.730711,37.577028
37.580778,55.726481,121,218,"Комсомольский пр-т (напротив д.28, ст.м.Фрунзенская)",24,103,131,4685,4906,95,21,31,1,44,2015-05-01 03:00:19,5,55.726481,37.580778
37.570481,55.719322,122,219,"Комсомольский пр-т (дублер, напротив д.48/22)",12,585,131,1387,1527,91,31,9,0.9,41,2015-05-02 11:57:14,5,55.719322,37.570481
37.5772,55.760688,123,220,"ул. Красная Пресня, д.1",12,42,147,5524,5346,103,23,36,1,40,2015-05-01 14:10:34,5,55.760688,37.5772
37.56359,55.762431,124,221,"ул. Красная Пресня, д.31",12,183,147,4567,4059,113,20,30,1.1,37,2015-05-01 02:38:47,5,55.762431,37.56359
37.559078,55.756869,125,222,"ул. Мантулинская, д.2",12,805,147,2716,2936,93,18,18,0.9,38,2015-05-01 16:21:46,5,55.756869,37.559078
37.551319,55.756097,126,223,"ул. Мантулинская, д.5, стр.21",12,822,147,3749,4045,93,35,25,0.9,35,2015-05-01 16:21:13,5,55.756097,37.551319
37.546129,55.748805,127,224,"Краснопресненская наб., д.14, стр.1",12,153,147,2865,3000,96,24,19,1,57,2015-05-01 16:17:57,5,55.748805,37.546129
37.551733,55.751661,128,225,"Краснопресненская наб., вл.5 (усадьба Студенец)",12,612,147,940,1065,88,27,6,0.9,66,2015-05-01 17:02:37,5,55.751661,37.551733
37.559449,55.754196,129,226,"Краснопресненская наб., д.12А",12,1092,147,3172,3306,96,25,21,1,58,2015-05-01 15:32:29,5,55.754196,37.559449
37.543647,55.747917,130,227,"Краснопресненская наб., д.16, стр.1",12,66,147,2791,2899,96,21,18,1,48,2015-05-01 02:50:17,5,55.747917,37.543647
37.545641,55.75749,131,228,"Шмитовский пр., д.16, стр.2",12,751,147,1702,1830,93,30,14,0.9,27,2015-06-02 19:59:02,6,55.75749,37.545641
37.552939,55.764236,132,229,"Звенигородское ш., д.7",12,482,147,1508,1196,126,17,12,1.3,31,2015-06-02 11:20:36,6,55.764236,37.552939
37.583,55.7771,133,231,"пл. Тверская Застава, д.7",12,55,155,3151,2971,106,19,26,1.1,39,2015-06-04 17:38:45,6,55.7771,37.583
37.585931,55.773158,134,232,"ул. 2-я Брестская, д.31",12,309,147,3635,3541,103,23,24,1,36,2015-05-01 10:02:12,5,55.773158,37.585931
37.587989,55.767778,135,233,"ул. Гашека, д.2, стр.1",12,559,147,2537,2204,115,21,17,1.2,31,2015-05-01 13:50:54,5,55.767778,37.587989
37.582292,55.770222,136,234,"ул. Большая Грузинская, д.39",12,566,147,3145,3062,103,21,21,1,34,2015-05-01 07:24:41,5,55.770222,37.582292
37.576593,55.761028,137,235,"ул. Большая Грузинская, д.1, стр.2",12,82,147,2412,2376,102,23,16,1,50,2015-05-01 00:37:07,5,55.761028,37.576593
37.572071,55.765613,138,236,"ул. Малая Грузинская, д.19/2",12,649,147,2235,2166,103,21,20,1,21,2015-06-10 20:48:36,6,55.765613,37.572071
37.565552,55.769445,139,237,"ул. Пресненский Вал, д.24",12,537,147,1862,1752,106,25,15,1.1,28,2015-05-21 22:32:56,5,55.769445,37.565552
37.561297,55.763789,140,238,"ул. 1905 года, д.4, стр.2",12,58,147,3869,3215,120,17,25,1.2,31,2015-05-01 10:55:49,5,55.763789,37.561297
37.57463,55.75175,141,239,"Смоленская наб., д.12",12,572,138,2320,2569,90,21,15,0.9,67,2015-05-01 16:37:07,5,55.75175,37.57463
37.575712,55.746086,142,240,"Смоленская наб., д.2",20,517,138,4047,4459,91,24,26,0.9,55,2015-05-01 15:13:46,5,55.746086,37.575712
37.572706,55.740347,143,241,"7-й Ростовский пер., д.11",12,493,131,3323,3104,107,20,22,1.1,49,2015-05-01 03:15:21,5,55.740347,37.572706
37.570504,55.739349,144,242,"Саввинская наб., д.3",12,519,131,3025,3420,88,21,20,0.9,57,2015-05-01 01:17:53,5,55.739349,37.570504
37.56828,55.736802,145,243,"Саввинская наб., д.9",12,724,131,3330,3622,92,23,22,0.9,60,2015-05-01 15:02:40,5,55.736802,37.56828
37.56924,55.742321,147,245,"пл. Европы, д.2 (у пешеходного моста)",18,186,59,2005,2219,90,20,29,0.9,54,2015-07-23 19:33:13,7,55.742321,37.56924
37.557608,55.746254,148,248,"ул. Б. Дорогомиловская, д.7/2",12,560,59,897,1071,84,27,11,0.8,55,2015-07-10 14:30:48,7,55.746254,37.557608
37.539165,55.747509,149,250,Москва-Сити (башня Империя),12,192,147,1062,1004,106,13,12,1.1,47,2015-07-01 11:43:27,7,55.747509,37.539165
37.540904,55.751911,150,251,"1-й Красногвардейский пр-д, д.13, стр.1",12,97,147,1129,1169,97,12,13,1,40,2015-07-09 20:28:04,7,55.751911,37.540904
37.586429,55.734264,151,252,ул. Льва Толстого (напротив д.21),8,445,131,1210,1179,103,13,17,1,28,2015-07-23 18:47:25,7,55.734264,37.586429
37.507555,55.703026,152,300,"Мичуринский пр-т, д.12, корп.1",12,1996,67,1840,2002,92,38,14,0.9,36,2015-05-25 20:00:37,5,55.703026,37.507555
37.545636,55.700864,153,301,"пр-т Вернадского, ост. Университетский пр-т",12,1076,67,2713,2558,106,25,18,1.1,58,2015-05-01 16:23:25,5,55.700864,37.545636
37.5306,55.68977,154,302,"пр-т Вернадского, д.11/19",12,327,148,2706,2639,103,22,21,1,41,2015-05-28 21:00:57,5,55.68977,37.5306
37.50458,55.67654,155,303,"пр-т Вернадского, д.14",12,4,159,3179,3143,101,35,25,1,41,2015-05-28 20:36:25,5,55.67654,37.50458
37.577945,55.701175,156,307,"ул. Вавилова, д.24",12,777,148,1473,1255,117,12,16,1.2,36,2015-06-29 16:59:11,6,55.701175,37.577945
37.579738,55.701417,157,308,"ул. Вавилова, д.17",12,694,154,1201,1093,110,10,20,1.1,34,2015-08-03 16:31:35,8,55.701417,37.579738
37.571292,55.665069,158,309,ул. Болотниковская (парк им. 70-ти летия Победы),12,1174,145,1304,1342,97,33,14,1,40,2015-06-29 21:53:45,6,55.665069,37.571292
37.578142,55.707025,159,310,"Ленинский пр-т, д.34/1",12,430,148,1695,1866,91,26,11,0.9,56,2015-05-01 02:33:10,5,55.707025,37.578142
37.560842,55.697692,160,311,"Ленинский пр-т, д.54",12,1259,148,2821,2741,103,22,19,1,34,2015-05-01 15:45:45,5,55.697692,37.560842
37.556189,55.694967,161,312,"Ленинский пр-т, д.60/2",12,1320,148,3233,3167,102,27,22,1,42,2015-05-08 19:02:59,5,55.694967,37.556189
37.550158,55.691314,162,313,"Ленинский пр-т, д.66",12,945,148,1696,1650,103,34,11,1,47,2015-05-01 12:45:20,5,55.691314,37.550158
37.529599,55.678088,163,314,"Ленинский пр-т, д.86",12,1401,151,2177,2029,107,30,17,1.1,39,2015-05-28 01:38:00,5,55.678088,37.529599
37.605469,55.724028,164,315,"Ленинский пр-т, д.9, стр.3",12,611,143,2820,2965,95,24,18,1,55,2015-05-01 10:06:58,5,55.724028,37.605469
37.600371,55.72112,165,316,"Ленинский пр-т, д.15А",12,552,41,4717,4850,97,29,36,1,54,2015-05-21 22:37:05,5,55.72112,37.600371
37.587744,55.712075,166,317,"Ленинский пр-т, д.33",12,402,41,3556,3726,95,23,23,1,55,2015-05-01 09:58:29,5,55.712075,37.587744
37.57299,55.70325,167,318,"Ленинский пр-т, д.45",12,858,148,1503,1512,99,15,14,1,41,2015-06-16 20:09:30,6,55.70325,37.57299
37.550828,55.690314,168,319,"Ленинский пр-т, д.69",15,998,148,1529,1437,106,22,10,1.1,39,2015-05-01 16:08:09,5,55.690314,37.550828
37.546697,55.688289,169,320,"Ленинский пр-т, д.73/8",15,820,148,2607,2428,107,23,17,1.1,44,2015-05-01 14:16:39,5,55.688289,37.546697
37.54062,55.68396,170,321,"Ленинский пр-т, д.79",12,928,151,2006,1993,101,27,16,1,30,2015-05-30 09:41:31,5,55.68396,37.54062
37.520408,55.670425,171,322,"Ленинский пр-т, д.99",12,1124,160,1063,1066,100,14,13,1,45,2015-07-09 18:31:09,7,55.670425,37.520408
37.509229,55.663915,172,324,"ул. Лобачевского, д.2, стр.1",10,1367,159,411,455,90,13,7,0.9,56,2015-06-04 19:17:12,6,55.663915,37.509229
37.594161,55.659076,173,325,"ул. Болотниковская, д.34",12,683,156,935,989,95,28,10,0.9,34,2015-06-30 16:20:07,6,55.659076,37.594161
37.580711,55.653507,174,326,"ул. Каховка, д.10/12, к.1",12,987,156,1404,1494,94,23,15,0.9,32,2015-06-29 16:49:34,6,55.653507,37.580711
37.589172,55.651447,175,327,"ул. Каховка, 9, к.1",12,481,156,1275,1325,96,30,14,1,40,2015-06-30 14:21:15,6,55.651447,37.589172
37.60453,55.641757,176,328,"Балаклавский пр-т, д.16",12,21,156,1171,1306,90,34,13,0.9,48,2015-06-30 20:41:47,6,55.641757,37.60453
37.537874,55.675732,177,329,"ул. Гарибальди, д.6, к.1",12,1201,151,746,752,99,13,12,1,32,2015-07-29 10:23:57,7,55.675732,37.537874
37.570182,55.684347,178,330,"ул. Профсоюзная, д.7/12",12,318,154,2564,2574,100,27,20,1,41,2015-05-20 22:03:10,5,55.684347,37.570182
37.557307,55.673362,179,331,"ул. Профсоюзная, д.46, корп.1",12,262,145,1728,1499,115,21,13,1.2,41,2015-05-23 00:12:57,5,55.673362,37.557307
37.552943,55.66904,180,332,"ул. Профсоюзная, д.58/32, корп.2",24,59,160,5253,4760,110,19,40,1.1,33,2015-05-23 00:19:15,5,55.66904,37.552943
37.539688,55.656261,181,333,"ул. Профсоюзная, д.61А",12,32,145,3133,2917,107,21,28,1.1,38,2015-06-10 20:50:22,6,55.656261,37.539688
37.52562,55.64201,182,334,"ул. Профсоюзная, д.104",12,22,98,2978,2572,116,17,24,1.2,35,2015-05-28 15:30:37,5,55.64201,37.52562
37.539333,55.656261,183,335,"ул. Профсоюзная, д.82, корп.1",12,11,160,1487,1395,107,10,17,1.1,38,2015-07-08 14:08:10,7,55.656261,37.539333
37.53202,55.650684,184,336,"ул. Профсоюзная, д.88/20",12,674,98,697,671,104,17,8,1,34,2015-07-09 17:38:49,7,55.650684,37.53202
37.534259,55.668342,185,337,"ул. Академика Пилюгина, д.18",12,1213,151,951,953,100,25,10,1,38,2015-06-29 19:04:19,6,55.668342,37.534259
37.526493,55.667076,186,338,ул. Новаторов (пересечение с ул. Воронцовские Пруды),12,1353,160,1904,1917,99,33,20,1,39,2015-06-29 19:37:12,6,55.667076,37.526493
37.514881,55.658798,187,339,"ул. Обручева, д. 16, к.1",12,1523,160,1026,1077,95,25,11,1,29,2015-06-30 14:46:51,6,55.658798,37.514881
37.608648,55.718027,188,340,"ул. Шаболовка, д.32",12,82,41,4525,4548,99,27,35,1,40,2015-05-22 02:47:49,5,55.718027,37.608648
37.594389,55.709908,189,341,"ул. Орджоникидзе, д.11, стр.1/2",12,462,41,2384,2443,98,26,18,1,45,2015-05-23 19:34:27,5,55.709908,37.594389
37.529504,55.723348,190,342,"ул. Мосфильмовская, д.1, стр.4",12,1583,67,890,898,99,20,16,1,49,2015-08-05 00:25:31,8,55.723348,37.529504
37.555253,55.706436,191,343,"ул. Косыгина, д.26",12,290,148,4901,4861,101,25,32,1,61,2015-05-01 00:49:22,5,55.706436,37.555253
37.564811,55.706706,192,344,"ул. Косыгина, д.8, стр.2",12,531,148,2594,2629,99,36,17,1,63,2015-05-01 16:47:44,5,55.706706,37.564811
37.577367,55.708347,193,345,"ул. Косыгина, д.2, стр.19",12,503,148,3413,3621,94,32,22,0.9,59,2015-05-01 00:29:44,5,55.708347,37.577367
37.58531,55.70674,194,346,ст.м.Ленинский проспект (южный вестибюль),12,16,148,3245,3408,95,21,26,1,43,2015-05-27 16:27:52,5,55.70674,37.58531
37.589305,55.691394,195,347,"ул. Шверника, д.13, корп.1",12,960,154,2294,2352,98,30,20,1,24,2015-06-10 17:35:17,6,55.691394,37.589305
37.517116,55.716167,196,348,"ул. Мосфильмовская, д.17/25",12,2188,67,1299,1333,97,30,16,1,39,2015-07-09 20:20:57,7,55.716167,37.517116
37.535522,55.706203,197,349,Университетский пр-т (напротив ГЗ МГУ),12,1390,67,5377,5330,101,40,35,1,60,2015-05-01 15:15:52,5,55.706203,37.535522
37.562406,55.691564,198,350,"ул. Вавилова, д.55/7",15,794,154,4175,4130,101,25,27,1,33,2015-05-01 14:20:23,5,55.691564,37.562406
37.572092,55.688317,199,351,"ул. Дмитрия Ульянова, д.20",12,120,154,5278,5180,102,27,34,1,33,2015-05-01 00:20:06,5,55.688317,37.572092
37.528497,55.703177,200,352,ул. Академика Хохлова (рядом с ГЗ МГУ),24,1138,67,7671,7521,102,25,50,1,22,2015-05-01 00:13:47,5,55.703177,37.528497
37.608993,55.671798,201,353,"ул. Криворожская, д.33Г",12,147,84,983,939,105,31,9,1,42,2015-06-17 08:58:24,6,55.671798,37.608993
37.507289,55.710413,202,354,"Ломоносовский пр-т, д.43/40",12,2540,67,1944,2046,95,37,16,1,37,2015-06-02 00:27:25,6,55.710413,37.507289
37.514291,55.705293,203,355,"Ломоносовский пр-т, д.29, корп.3",12,1824,67,3476,3655,95,27,23,1,36,2015-05-01 06:47:04,5,55.705293,37.514291
37.522672,55.701742,204,356,"Ломоносовский пр-т (дублер), пересечение с ул. Менделеева",12,1178,67,2881,2464,117,25,19,1.2,46,2015-05-01 00:12:21,5,55.701742,37.522672
37.523769,55.699342,205,357,"Ломоносовский пр-т (дублер), д.27",12,934,67,1722,1496,115,20,11,1.2,40,2015-05-02 15:17:22,5,55.699342,37.523769
37.528489,55.698436,206,358,"Ломоносовский пр-т (дублер), пересечение с ул. Лебедева",12,664,67,3265,3105,105,28,21,1.1,36,2015-05-01 15:04:28,5,55.698436,37.528489
37.534131,55.694653,207,359,"Ломоносовский пр-т (дублер, напротив д.1, стр.64)",18,127,67,4362,3099,141,14,29,1.4,41,2015-05-01 00:06:13,5,55.694653,37.534131
37.535269,55.693169,208,360,"пл. Джавахарлала Неру, д.1",18,49,67,10722,9783,110,17,70,1.1,28,2015-05-01 00:15:37,5,55.693169,37.535269
37.552045,55.684712,209,361,"Ломоносовский пр-т, д.2/62, стр.8",12,966,148,1553,1585,98,18,13,1,46,2015-06-02 06:31:29,6,55.684712,37.552045
37.56205,55.678678,210,362,"Нахимовский пр-т, д.46",15,84,154,3133,3214,97,27,21,1,42,2015-05-01 15:52:15,5,55.678678,37.56205
37.582721,55.671656,211,363,"Нахимовский пр-т, д.24",12,1409,158,1958,1957,100,22,15,1,33,2015-05-25 21:13:14,5,55.671656,37.582721
37.519887,55.683724,212,364,"ул. Марии Ульяновой, д.16",12,1021,151,1893,1942,97,41,14,1,38,2015-05-21 17:53:13,5,55.683724,37.519887
37.532632,55.678715,213,365,"ул. Гарибальди, д.1А",12,1440,151,1565,1469,107,19,12,1.1,44,2015-05-25 17:52:25,5,55.678715,37.532632
37.576526,55.661945,214,367,"Севастопольский пр-т, д.28, корп.4",12,1603,145,1466,1581,93,29,13,0.9,32,2015-06-10 18:32:25,6,55.661945,37.576526
37.608093,55.659191,215,368,"Симферопольский б-р, д.4",12,350,156,960,991,97,35,9,1,40,2015-06-16 22:31:20,6,55.659191,37.608093
37.519698,55.671388,216,369,"ул. Удальцова, д.2",12,1029,159,1946,1923,101,33,15,1,42,2015-05-21 18:33:47,5,55.671388,37.519698
37.53734,55.66462,217,370,"ул. Воронцовские Пруды, д.3",12,758,160,2627,2597,101,44,20,1,36,2015-05-23 00:42:50,5,55.66462,37.53734
37.559341,55.660896,218,371,"ул. Новочерёмушкинская, д.71/32",12,992,145,2313,2343,99,19,20,1,23,2015-06-10 19:57:26,6,55.660896,37.559341
37.570446,55.656726,219,372,"ул. Каховка, д.29А",12,1686,145,2169,2250,96,22,19,1,34,2015-06-10 20:55:35,6,55.656726,37.570446
37.596253,55.652451,220,373,"ул. Азовская, д.24, корп.2",12,22,156,3177,3123,102,18,32,1,27,2015-06-25 15:19:10,6,55.652451,37.596253
37.552978,55.651252,221,374,"ул. Обручева, д.33А",12,974,145,1607,1511,106,15,14,1.1,23,2015-06-11 15:20:14,6,55.651252,37.552978
37.564201,55.650211,222,375,"ул. Обручева, д.65/54",12,1639,145,2150,2145,100,27,19,1,29,2015-06-10 21:07:45,6,55.650211,37.564201
37.582171,55.645488,223,376,"Балаклавский пр-т, д.34, корп.1",12,1195,156,761,841,90,39,8,0.9,51,2015-06-25 19:00:54,6,55.645488,37.582171
37.604772,55.639828,224,377,ст.м.Чертановская,12,84,83,2705,2888,94,49,18,0.9,42,2015-05-01 15:45:42,5,55.639828,37.604772
37.594467,55.636711,225,378,"мкрн. Чертаново Северное, д.4, корп.401",12,801,83,2166,2243,97,51,14,1,40,2015-05-04 13:01:29,5,55.636711,37.594467
37.541047,55.642389,226,379,"ул. Введенского, д.13А",12,870,98,1840,1874,98,41,12,1,32,2015-05-01 14:42:03,5,55.642389,37.541047
37.500151,55.653506,227,380,"ул. Миклухо-Маклая, д.6",12,1465,160,1627,1601,102,39,13,1,36,2015-05-28 20:27:04,5,55.653506,37.500151
37.512929,55.648343,228,381,"ул. Академика Волгина, д.21",12,1007,160,1280,1237,103,14,13,1,31,2015-06-25 15:20:50,6,55.648343,37.512929
37.526619,55.641944,229,382,"ул. Профсоюзная, д.91 (ст.м.Беляево)",12,42,98,2781,2322,120,26,19,1.2,38,2015-05-08 19:37:07,5,55.641944,37.526619
37.542572,55.637608,230,383,"ул. Миклухо-Маклая, д.44 (вход в Битцевский парк)",12,1134,98,3118,3229,97,53,21,1,44,2015-05-01 17:51:00,5,55.637608,37.542572
37.530773,55.634258,231,384,"ул. Введенского, д.32",12,650,98,1106,1139,97,35,11,1,28,2015-06-21 13:21:25,6,55.634258,37.530773
37.495132,55.643985,232,385,"ул. Островитянова, д.7",12,1333,160,1149,1208,95,46,10,1,38,2015-06-08 17:14:04,6,55.643985,37.495132
37.519916,55.634468,233,386,"ул. Островитянова, д.29/120",12,15,98,1145,982,117,18,12,1.2,46,2015-06-10 14:00:53,6,55.634468,37.519916
37.520416,55.63376,234,387,"ул. Профсоюзная, д.109, Вс.1 (ст.м.Коньково)",12,6,98,1353,1211,112,36,11,1.1,47,2015-05-28 14:22:22,5,55.63376,37.520416
37.619266,55.645199,235,388,"Варшавское ш., д.100",12,878,84,1288,1318,98,62,13,1,38,2015-06-25 20:46:05,6,55.645199,37.619266
37.495249,55.655932,236,389,"ул. 26-ти Бакинских Комиссаров, д.2Б",12,1055,157,1244,1235,101,24,13,1,41,2015-06-25 16:32:27,6,55.655932,37.495249
37.518875,55.652432,237,390,"ул. Академика Волгина, д.6",12,1081,160,1306,1332,98,20,13,1,31,2015-06-25 12:14:24,6,55.652432,37.518875
37.606796,55.663717,238,391,"Нахимовский пр-т, д.11",12,25,156,1278,1333,96,20,13,1,42,2015-06-26 01:16:30,6,55.663717,37.606796
37.603679,55.675312,239,392,"ул. Ремизова, д.15",12,499,158,428,487,88,31,5,0.9,42,2015-07-10 20:03:41,7,55.675312,37.603679
37.571113,55.674873,240,393,"Нахимовский пр-т, д.45, стр.1",12,604,145,1927,1965,98,17,20,1,35,2015-06-25 15:42:11,6,55.674873,37.571113
37.562854,55.67741,241,394,"ул. Профсоюзная, д.21/51",12,43,145,1985,2003,99,12,23,1,44,2015-07-07 16:41:29,7,55.67741,37.562854
37.582777,55.684571,242,395,"ул. Дмитрия Ульянова, д.32А",12,666,154,2243,2277,99,27,23,1,32,2015-06-25 14:41:32,6,55.684571,37.582777
37.595485,55.679562,243,396,"ул. Дмитрия Ульянова, д.46",12,1194,158,1049,1156,91,19,11,0.9,39,2015-06-26 10:16:21,6,55.679562,37.595485
37.574462,55.688201,244,397,"пр-т 60-летия Октября, д. 31/18, к.1, стр.2",12,16,154,3551,3432,103,16,38,1,34,2015-06-29 14:17:20,6,55.688201,37.574462
37.618324,55.653102,245,398,"Чонгарский б-р, д.1, к.1",12,24,84,950,958,99,20,14,1,38,2015-07-24 08:47:37,7,55.653102,37.618324
37.605651,55.653751,246,399,"Симферопольский б-р, д.15, к.5",12,338,84,522,535,98,26,8,1,42,2015-07-24 16:39:45,7,55.653751,37.605651
37.596383,55.772581,247,400,"ул. 3-я Тверская-Ямская, д.20, стр.1",12,195,155,2553,2267,113,19,17,1.1,33,2015-05-01 19:24:21,5,55.772581,37.596383
37.590094,55.775131,248,401,"ул. 2-я Тверская-Ямская, д.54",12,371,155,2500,2256,111,23,16,1.1,41,2015-05-01 00:42:59,5,55.775131,37.590094
37.586711,55.777569,249,402,"ул. Лесная, д.6",12,31,155,5208,4829,108,19,34,1.1,34,2015-05-01 03:04:35,5,55.777569,37.586711
37.599736,55.774292,250,403,"ул. Фадеева, д.4",12,476,155,3110,2837,110,25,20,1.1,28,2015-05-01 20:48:12,5,55.774292,37.599736
37.592347,55.781335,251,405,"ул. Новолесная, д.1/49",12,402,155,3594,3526,102,25,27,1,25,2015-05-21 18:52:53,5,55.781335,37.592347
